land_area,sale_year,num_bath,num_bed,num_parking,km_from_cbd,suburb_median_income,cash_rate,purchase_price
2032.0,2017,2.0,4.0,2.0,31.75,26312.0,1.5,1040000.0
569.0,2017,1.0,4.0,2.0,40.12,32292.0,1.5,720000.0
331.0,2017,2.0,4.0,2.0,40.12,32292.0,1.5,702500.0
569.0,2017,1.0,4.0,1.0,46.9,39312.0,1.5,820000.0
720.0,2017,2.0,3.0,2.0,28.27,31200.0,1.5,683000.0
556.0,2017,2.0,5.0,1.0,28.27,31200.0,1.5,865000.0
672.0,2017,1.0,3.0,2.0,28.27,31200.0,1.5,770000.0
6839.0,2017,3.0,5.0,6.0,33.22,33540.0,1.5,1815000.0
936.0,2017,2.0,4.0,2.0,45.17,36244.0,1.5,780000.0
550.0,2017,2.0,3.0,4.0,61.6,33852.0,1.5,550000.0
638.0,2017,2.0,4.0,2.0,61.95,37180.0,1.5,875000.0
159.0,2017,2.0,3.0,2.0,6.42,58968.0,1.5,1430000.0
556.0,2017,1.0,3.0,4.0,15.62,37024.0,1.5,1155000.0
393.0,2017,1.0,3.0,2.0,11.17,39104.0,1.5,1380000.0
808.0,2017,2.0,4.0,2.0,23.5,44096.0,1.5,1410000.0
708.0,2017,2.0,4.0,2.0,21.99,39936.0,1.5,1900000.0
1036.0,2017,0.0,0.0,0.0,21.99,39936.0,1.5,950000.0
108.0,2017,1.0,2.0,0.0,4.73,55484.0,1.5,1280000.0
505.0,2017,1.0,3.0,1.0,26.64,22152.0,1.5,752500.0
664.0,2017,3.0,7.0,3.0,21.93,21008.0,1.5,1050000.0
604.0,2017,1.0,3.0,2.0,23.5,44096.0,1.5,1120000.0
562.0,2017,1.0,3.0,2.0,19.68,43836.0,1.5,1600000.0
1073.0,2017,2.0,6.0,1.0,23.96,20592.0,1.5,875000.0
3079.0,2017,3.0,5.0,0.0,39.76,33020.0,1.5,1550000.0
503.0,2017,2.0,5.0,2.0,51.16,43576.0,1.5,806000.0
891.0,2017,1.0,5.0,1.0,52.32,37492.0,1.5,870000.0
949.0,2017,2.0,4.0,2.0,19.68,43836.0,1.5,1605000.0
165.0,2017,1.0,2.0,2.0,19.68,43836.0,1.5,410000.0
556.0,2017,2.0,5.0,1.0,74.11,25844.0,1.5,535000.0
486.0,2017,2.0,4.0,2.0,74.11,25844.0,1.5,605000.0
665.0,2017,2.0,4.0,2.0,48.42,31824.0,1.5,786250.0
556.0,2017,1.0,4.0,2.0,52.32,37492.0,1.5,685000.0
683.0,2017,1.0,3.0,2.0,73.32,30888.0,1.5,476000.0
563.0,2017,2.0,4.0,4.0,11.16,40404.0,1.5,1800000.0
876.0,2017,3.0,4.0,2.0,31.75,26312.0,1.5,980000.0
125.0,2017,2.0,2.0,1.0,1.87,66820.0,1.5,1700000.0
1069.0,2017,1.0,3.0,1.0,32.57,26936.0,1.5,755000.0
601.0,2017,2.0,4.0,2.0,61.6,33852.0,1.5,675000.0
556.0,2017,2.0,4.0,1.0,61.6,33852.0,1.5,585000.0
537.0,2017,2.0,3.0,2.0,47.05,29432.0,1.5,620000.0
100.0,2017,1.0,2.0,1.0,61.6,33852.0,1.5,360000.0
312.0,2017,2.0,3.0,1.0,19.74,23504.0,1.5,715000.0
619.0,2017,2.0,3.0,1.0,45.17,36244.0,1.5,835000.0
582.0,2017,1.0,3.0,1.0,19.73,47736.0,1.5,1018000.0
765.0,2017,1.0,3.0,1.0,11.02,47788.0,1.5,1750000.0
898.0,2017,2.0,3.0,3.0,31.42,54704.0,1.5,1425000.0
715.0,2017,3.0,4.0,3.0,22.29,42900.0,1.5,1180000.0
128.0,2017,1.0,2.0,2.0,22.29,42900.0,1.5,701000.0
626.0,2017,1.0,3.0,1.0,48.17,31772.0,1.5,617000.0
40.0,2017,1.0,1.0,0.0,0.31,35412.0,1.5,560000.0
630.0,2017,2.0,4.0,2.0,47.05,29432.0,1.5,880000.0
403.0,2017,1.0,3.0,1.0,44.72,37440.0,1.5,715000.0
500.0,2017,1.0,2.0,3.0,13.21,35412.0,1.5,1120000.0
560.0,2017,1.0,3.0,2.0,40.12,32292.0,1.5,605000.0
929.0,2017,1.0,3.0,2.0,63.97,41184.0,1.5,660000.0
1069.0,2017,1.0,3.0,3.0,13.32,41288.0,1.5,1700000.0
500.0,2017,2.0,4.0,2.0,77.47,29796.0,1.5,557500.0
612.0,2017,1.0,3.0,2.0,61.95,37180.0,1.5,605000.0
683.0,2017,1.0,4.0,3.0,16.73,37700.0,1.5,1500000.0
701.0,2017,3.0,4.0,2.0,25.37,43576.0,1.5,1120000.0
600.0,2017,2.0,4.0,2.0,50.24,28340.0,1.5,995000.0
696.0,2017,3.0,5.0,2.0,45.03,35828.0,1.5,1200000.0
309.0,2017,0.0,0.0,0.0,50.15,53196.0,1.5,370000.0
331.0,2017,2.0,3.0,2.0,8.48,39260.0,1.5,1865000.0
386.0,2017,1.0,3.0,1.0,58.53,30316.0,1.5,549000.0
825.0,2017,2.0,4.0,2.0,45.17,36244.0,1.5,980000.0
980.0,2017,2.0,5.0,2.0,73.16,26468.0,1.5,1025000.0
1018.0,2017,2.0,4.0,1.0,45.17,36244.0,1.5,670000.0
2687.0,2017,3.0,4.0,1.0,63.97,41184.0,1.5,775000.0
844.0,2017,2.0,4.0,1.0,25.37,43576.0,1.5,1050000.0
564.0,2017,1.0,3.0,2.0,8.07,53404.0,1.5,1765000.0
1106.0,2017,3.0,4.0,2.0,12.23,38428.0,1.5,1860000.0
916.0,2017,1.0,3.0,2.0,45.17,36244.0,1.5,743000.0
556.0,2017,2.0,5.0,0.0,22.54,32032.0,1.5,1034000.0
550.0,2017,2.0,4.0,3.0,15.75,30784.0,1.5,1650000.0
664.0,2017,1.0,3.0,2.0,32.72,30732.0,1.5,755000.0
705.0,2017,2.0,4.0,2.0,55.19,43992.0,1.5,920000.0
467.0,2017,1.0,3.0,0.0,61.95,37180.0,1.5,380000.0
253.0,2017,1.0,2.0,1.0,47.05,29432.0,1.5,525000.0
1045.0,2017,4.0,4.0,2.0,61.95,37180.0,1.5,715000.0
337.0,2017,2.0,3.0,2.0,32.23,51532.0,1.5,837500.0
4487.0,2017,2.0,3.0,6.0,42.74,32604.0,1.5,895000.0
752.0,2017,2.0,4.0,2.0,25.37,43576.0,1.5,1110000.0
588.0,2017,1.0,2.0,1.0,28.27,31200.0,1.5,625000.0
628.0,2017,3.0,5.0,2.0,58.53,30316.0,1.5,920000.0
563.0,2017,2.0,5.0,3.0,58.53,30316.0,1.5,795000.0
607.0,2017,1.0,3.0,1.0,48.17,31772.0,1.5,630000.0
778.0,2017,2.0,4.0,2.0,19.73,47736.0,1.5,1285000.0
684.0,2017,1.0,3.0,1.0,19.73,47736.0,1.5,905000.0
1232.0,2017,2.0,5.0,2.0,47.05,29432.0,1.5,1070000.0
601.0,2017,1.0,2.0,0.0,58.53,30316.0,1.5,475000.0
575.0,2017,2.0,4.0,2.0,13.32,41288.0,1.5,1455000.0
991.0,2017,2.0,4.0,2.0,25.37,43576.0,1.5,1200000.0
550.0,2017,1.0,2.0,1.0,77.47,29796.0,1.5,353000.0
1100.0,2017,1.0,4.0,3.0,39.76,33020.0,1.5,1160000.0
540.0,2017,2.0,4.0,2.0,50.15,53196.0,1.5,775000.0
677.0,2017,2.0,3.0,1.0,19.73,47736.0,1.5,980000.0
676.0,2017,2.0,4.0,2.0,22.29,42900.0,1.5,1050000.0
594.0,2017,2.0,4.0,4.0,16.27,22048.0,1.5,1012000.0
741.0,2017,1.0,3.0,1.0,61.95,37180.0,1.5,510000.0
505.0,2017,1.0,2.0,1.0,45.17,36244.0,1.5,560000.0
2491.0,2017,0.0,0.0,0.0,63.97,41184.0,1.5,465000.0
702.0,2017,2.0,3.0,2.0,15.92,39728.0,1.5,1530000.0
767.0,2017,2.0,4.0,2.0,47.05,29432.0,1.5,885000.0
1288.0,2017,1.0,3.0,0.0,29.87,22204.0,1.5,1240000.0
696.0,2017,3.0,4.0,3.0,12.68,44876.0,1.5,1806000.0
701.0,2017,2.0,4.0,1.0,19.73,47736.0,1.5,1380000.0
551.0,2017,2.0,4.0,2.0,32.23,51532.0,1.5,1130000.0
469.0,2017,2.0,4.0,2.0,32.23,51532.0,1.5,1230000.0
221.0,2017,1.0,2.0,1.0,9.35,41912.0,1.5,1200000.0
1537.0,2017,1.0,3.0,3.0,63.97,41184.0,1.5,658000.0
784.0,2017,3.0,7.0,4.0,55.19,43992.0,1.5,1060000.0
607.0,2017,2.0,4.0,2.0,50.24,28340.0,1.5,850000.0
468.0,2017,1.0,2.0,1.0,61.95,37180.0,1.5,485000.0
696.0,2017,2.0,4.0,2.0,15.92,39728.0,1.5,1770000.0
580.0,2017,2.0,4.0,2.0,50.24,28340.0,1.5,900000.0
609.0,2017,2.0,4.0,2.0,43.49,41704.0,1.5,1110000.0
556.0,2017,1.0,3.0,2.0,28.27,31200.0,1.5,605000.0
651.0,2017,3.0,4.0,3.0,11.16,40404.0,1.5,1420000.0
2056.0,2017,2.0,4.0,2.0,63.97,41184.0,1.5,1200000.0
807.0,2017,2.0,4.0,3.0,43.49,41704.0,1.5,1165000.0
697.0,2017,1.0,3.0,2.0,61.88,37544.0,1.5,575000.0
732.0,2017,4.0,7.0,2.0,31.75,26312.0,1.5,1200000.0
749.0,2017,2.0,3.0,2.0,21.62,44044.0,1.5,1368000.0
569.0,2017,1.0,3.0,1.0,19.07,32292.0,1.5,1015000.0
512.0,2017,1.0,3.0,0.0,19.07,32292.0,1.5,1035000.0
674.0,2017,1.0,2.0,1.0,20.47,23140.0,1.5,1115000.0
702.0,2017,2.0,3.0,2.0,54.41,41496.0,1.5,1415000.0
961.0,2017,3.0,5.0,2.0,18.77,36660.0,1.5,1800000.0
651.0,2017,1.0,4.0,1.0,19.33,37284.0,1.5,1500000.0
455.0,2017,2.0,4.0,1.0,14.57,28288.0,1.5,1160000.0
562.0,2017,1.0,4.0,2.0,39.27,34060.0,1.5,640000.0
746.0,2017,1.0,3.0,1.0,49.99,32240.0,1.5,865000.0
560.0,2017,2.0,3.0,1.0,39.27,34060.0,1.5,617000.0
803.0,2017,3.0,4.0,4.0,54.41,41496.0,1.5,1550000.0
357.0,2017,2.0,4.0,2.0,33.2,53716.0,1.5,1025000.0
133.0,2017,1.0,2.0,0.0,2.6,43368.0,1.5,1600000.0
450.0,2017,3.0,4.0,2.0,38.24,26000.0,1.5,760000.0
240.0,2017,1.0,2.0,1.0,5.35,60840.0,1.5,1617500.0
271.0,2017,3.0,4.0,2.0,43.19,30628.0,1.5,745000.0
519.0,2017,2.0,4.0,2.0,32.23,51532.0,1.5,1042000.0
716.0,2017,2.0,4.0,2.0,32.72,30732.0,1.5,820000.0
556.0,2017,2.0,3.0,2.0,58.53,30316.0,1.5,632500.0
240.0,2017,2.0,2.0,1.0,43.19,30628.0,1.5,470000.0
505.0,2017,1.0,3.0,2.0,77.47,29796.0,1.5,520000.0
663.0,2017,1.0,3.0,1.0,22.29,42900.0,1.5,1400000.0
582.0,2017,2.0,3.0,2.0,46.9,39312.0,1.5,795000.0
684.0,2017,2.0,4.0,2.0,53.4,34632.0,1.5,907000.0
413.0,2017,2.0,3.0,4.0,58.53,30316.0,1.5,682000.0
676.0,2017,2.0,3.0,2.0,58.53,30316.0,1.5,855000.0
612.0,2017,0.0,0.0,0.0,43.19,30628.0,1.5,554000.0
481.0,2017,1.0,3.0,1.0,45.17,36244.0,1.5,607500.0
681.0,2017,1.0,3.0,1.0,24.52,30680.0,1.5,890000.0
444.0,2017,1.0,3.0,2.0,11.18,36452.0,1.5,1530000.0
607.0,2017,3.0,5.0,2.0,12.68,44876.0,1.5,1775000.0
309.0,2017,3.0,3.0,2.0,11.28,25272.0,1.5,1290000.0
507.0,2017,2.0,3.0,1.0,55.19,43992.0,1.5,807000.0
512.0,2017,1.0,4.0,2.0,45.17,36244.0,1.5,872000.0
916.0,2017,2.0,4.0,2.0,73.32,30888.0,1.5,1625000.0
695.0,2017,2.0,3.0,6.0,26.27,38792.0,1.5,1040000.0
648.0,2017,2.0,4.0,2.0,58.53,30316.0,1.5,689000.0
305.0,2017,2.0,4.0,1.0,50.15,53196.0,1.5,665000.0
607.0,2017,1.0,3.0,1.0,19.73,47736.0,1.5,1180000.0
541.0,2017,2.0,4.0,2.0,77.47,29796.0,1.5,610000.0
639.0,2017,2.0,4.0,3.0,39.76,38896.0,1.5,720000.0
5217.0,2017,4.0,5.0,2.0,49.9,48256.0,1.5,1810000.0
1427.0,2017,1.0,4.0,0.0,53.4,34632.0,1.5,660000.0
544.0,2017,1.0,2.0,0.0,48.17,31772.0,1.5,545000.0
973.0,2017,1.0,3.0,2.0,25.37,43576.0,1.5,1100000.0
163.0,2017,1.0,3.0,1.0,22.57,39052.0,1.5,860000.0
638.0,2017,2.0,5.0,2.0,58.53,30316.0,1.5,810000.0
655.0,2017,2.0,4.0,3.0,39.76,38896.0,1.5,740000.0
721.0,2017,2.0,4.0,0.0,51.31,32708.0,1.5,615000.0
302.0,2017,3.0,5.0,1.0,28.27,31200.0,1.5,875000.0
1183.0,2017,3.0,5.0,9.0,16.67,40820.0,1.5,1795000.0
674.0,2017,2.0,4.0,2.0,26.27,38792.0,1.5,910000.0
575.0,2017,3.0,6.0,5.0,46.9,39312.0,1.5,1720000.0
88.0,2017,1.0,1.0,1.0,26.27,38792.0,1.5,432000.0
651.0,2017,1.0,2.0,1.0,22.57,39052.0,1.5,1150000.0
620.0,2017,2.0,4.0,2.0,60.03,30108.0,1.5,845000.0
594.0,2017,1.0,3.0,2.0,58.53,30316.0,1.5,780000.0
525.0,2017,2.0,4.0,2.0,46.9,39312.0,1.5,1108000.0
1108.0,2017,2.0,4.0,2.0,24.6,54132.0,1.5,1375000.0
4776.0,2017,3.0,5.0,4.0,38.06,29276.0,1.5,1200000.0
680.0,2017,1.0,3.0,1.0,41.54,33644.0,1.5,530000.0
2128.0,2017,3.0,5.0,2.0,55.19,43992.0,1.5,1315150.0
97.0,2017,1.0,2.0,0.0,0.31,35412.0,1.5,950000.0
210.0,2017,2.0,3.0,2.0,12.01,34424.0,1.5,1532000.0
453.0,2017,3.0,5.0,2.0,16.67,40820.0,1.5,1300000.0
809.0,2017,1.0,3.0,1.0,51.31,32708.0,1.5,660000.0
771.0,2017,1.0,4.0,4.0,53.4,34632.0,1.5,715000.0
637.0,2017,1.0,3.0,4.0,39.76,38896.0,1.5,710000.0
739.0,2017,1.0,3.0,2.0,43.19,30628.0,1.5,722500.0
134.0,2017,1.0,2.0,2.0,16.27,22048.0,1.5,436000.0
481.0,2017,2.0,4.0,3.0,60.03,30108.0,1.5,770000.0
455.0,2017,3.0,5.0,3.0,16.73,37700.0,1.5,1700000.0
593.0,2017,2.0,3.0,2.0,41.54,33644.0,1.5,672000.0
627.0,2017,2.0,5.0,2.0,39.76,38896.0,1.5,915000.0
1239.0,2017,1.0,3.0,4.0,22.54,32032.0,1.5,1800000.0
1012.0,2018,3.0,6.0,2.0,19.73,47736.0,1.5,1365000.0
883.0,2018,2.0,5.0,2.0,48.17,31772.0,1.5,770000.0
368.0,2018,2.0,3.0,2.0,22.57,45240.0,1.5,1485000.0
335.0,2018,2.0,3.0,1.0,58.53,30316.0,1.5,560000.0
669.0,2018,1.0,3.0,2.0,26.27,38792.0,1.5,940000.0
608.0,2018,1.0,3.0,2.0,53.4,34632.0,1.5,585000.0
562.0,2018,1.0,3.0,1.0,61.95,37180.0,1.5,465000.0
670.0,2018,2.0,3.0,1.0,22.57,39052.0,1.5,1200000.0
761.0,2018,2.0,3.0,2.0,46.9,39312.0,1.5,1010000.0
288.0,2018,1.0,2.0,1.0,53.4,34632.0,1.5,375000.0
752.0,2018,1.0,3.0,1.0,48.17,31772.0,1.5,680000.0
500.0,2018,2.0,4.0,1.0,22.57,39052.0,1.5,1039000.0
1132.0,2018,0.0,0.0,0.0,46.9,39312.0,1.5,470000.0
512.0,2018,2.0,4.0,3.0,42.78,37700.0,1.5,1010000.0
554.0,2018,1.0,3.0,1.0,50.24,28340.0,1.5,670000.0
550.0,2018,2.0,4.0,2.0,60.03,30108.0,1.5,580000.0
25.0,2018,1.0,3.0,12.0,71.63,31876.0,1.5,1140000.0
596.0,2018,1.0,3.0,1.0,41.54,33644.0,1.5,605000.0
979.0,2018,3.0,4.0,2.0,44.72,37440.0,1.5,1086321.0
823.0,2018,2.0,4.0,2.0,50.24,28340.0,1.5,901500.0
617.0,2018,1.0,3.0,1.0,53.4,34632.0,1.5,535000.0
562.0,2018,2.0,3.0,1.0,23.38,44460.0,1.5,999000.0
561.0,2018,1.0,3.0,1.0,41.54,33644.0,1.5,535000.0
983.0,2018,3.0,5.0,5.0,43.91,36764.0,1.5,980000.0
401.0,2018,1.0,2.0,1.0,60.03,30108.0,1.5,481000.0
984.0,2018,4.0,5.0,2.0,50.24,28340.0,1.5,1175000.0
1087.0,2018,3.0,5.0,5.0,44.72,37440.0,1.5,1500000.0
377.0,2018,1.0,3.0,3.0,22.57,39052.0,1.5,862250.0
105.0,2018,2.0,2.0,1.0,12.1,37908.0,1.5,555000.0
510.0,2018,2.0,4.0,1.0,35.53,36764.0,1.5,899500.0
626.0,2018,1.0,2.0,1.0,19.73,47736.0,1.5,770000.0
300.0,2018,2.0,3.0,2.0,26.27,38792.0,1.5,945000.0
699.0,2018,2.0,5.0,2.0,33.46,27612.0,1.5,1000000.0
601.0,2018,2.0,3.0,1.0,22.57,39052.0,1.5,937000.0
537.0,2018,2.0,4.0,2.0,32.23,51532.0,1.5,1116000.0
1007.0,2018,2.0,4.0,2.0,63.97,41184.0,1.5,820000.0
263.0,2018,2.0,3.0,2.0,25.67,34996.0,1.5,652000.0
704.0,2018,2.0,3.0,1.0,25.67,34996.0,1.5,860000.0
560.0,2018,1.0,3.0,1.0,39.27,34060.0,1.5,667000.0
566.0,2018,1.0,3.0,1.0,41.54,33644.0,1.5,600000.0
731.0,2018,1.0,3.0,3.0,26.27,38792.0,1.5,985000.0
729.0,2018,1.0,5.0,4.0,26.27,38792.0,1.5,940000.0
550.0,2018,3.0,4.0,3.0,48.17,31772.0,1.5,907000.0
487.0,2018,1.0,3.0,1.0,53.4,34632.0,1.5,585000.0
625.0,2018,1.0,3.0,2.0,39.76,38896.0,1.5,680000.0
790.0,2018,2.0,4.0,2.0,15.92,39728.0,1.5,1557500.0
630.0,2018,2.0,4.0,2.0,61.95,37180.0,1.5,750000.0
636.0,2018,1.0,3.0,2.0,39.76,38896.0,1.5,696000.0
565.0,2018,3.0,6.0,2.0,39.76,38896.0,1.5,660000.0
1125.0,2018,3.0,4.0,2.0,13.32,41288.0,1.5,1900000.0
788.0,2018,1.0,3.0,1.0,43.6,31980.0,1.5,538000.0
668.0,2018,1.0,3.0,1.0,43.6,31980.0,1.5,510000.0
652.0,2018,1.0,3.0,1.0,43.6,31980.0,1.5,508000.0
245.0,2018,2.0,3.0,2.0,32.23,51532.0,1.5,850000.0
571.0,2018,1.0,3.0,1.0,43.6,31980.0,1.5,490000.0
569.0,2018,1.0,3.0,1.0,43.6,31980.0,1.5,630000.0
139.0,2018,1.0,3.0,2.0,9.6,39052.0,1.5,805000.0
575.0,2018,2.0,3.0,3.0,23.38,44460.0,1.5,1340000.0
560.0,2018,1.0,3.0,2.0,39.76,38896.0,1.5,685000.0
785.0,2018,1.0,3.0,1.0,43.6,31980.0,1.5,546000.0
605.0,2018,1.0,3.0,2.0,48.17,31772.0,1.5,688000.0
450.0,2018,1.0,3.0,2.0,25.67,34996.0,1.5,717000.0
554.0,2018,2.0,5.0,3.0,60.03,30108.0,1.5,635000.0
556.0,2018,2.0,3.0,1.0,60.03,30108.0,1.5,655000.0
721.0,2018,2.0,4.0,4.0,25.53,33800.0,1.5,1080000.0
558.0,2018,3.0,4.0,2.0,25.53,33800.0,1.5,1030000.0
200.0,2018,1.0,3.0,2.0,25.67,34996.0,1.5,682600.0
1066.0,2018,2.0,4.0,2.0,32.23,51532.0,1.5,1475000.0
224.0,2018,2.0,4.0,2.0,25.67,34996.0,1.5,785000.0
882.0,2018,2.0,3.0,2.0,23.49,48880.0,1.5,1200000.0
1294.0,2018,3.0,6.0,3.0,45.03,35828.0,1.5,1250000.0
628.0,2018,1.0,3.0,1.0,23.38,44460.0,1.5,1100000.0
526.0,2018,2.0,4.0,1.0,11.18,36452.0,1.5,1600000.0
300.0,2018,2.0,3.0,2.0,26.27,38792.0,1.5,880000.0
558.0,2018,2.0,4.0,2.0,32.23,51532.0,1.5,842000.0
556.0,2018,2.0,4.0,1.0,25.53,33800.0,1.5,951000.0
247.0,2018,2.0,4.0,3.0,8.48,39260.0,1.5,1815000.0
910.0,2018,2.0,4.0,2.0,46.89,36868.0,1.5,1400000.0
4981.0,2018,2.0,4.0,4.0,49.9,48256.0,1.5,1680000.0
1136.0,2018,3.0,5.0,3.0,29.87,22204.0,1.5,1175000.0
803.0,2018,1.0,3.0,2.0,23.38,44460.0,1.5,1250000.0
569.0,2018,3.0,4.0,2.0,23.38,44460.0,1.5,1030000.0
758.0,2018,1.0,2.0,1.0,25.37,43576.0,1.5,980000.0
111.0,2018,1.0,2.0,1.0,25.67,34996.0,1.5,535000.0
681.0,2018,1.0,2.0,1.0,21.04,30004.0,1.5,1050000.0
569.0,2018,1.0,3.0,1.0,51.31,32708.0,1.5,585000.0
173.0,2018,2.0,2.0,1.0,26.27,38792.0,1.5,570000.0
594.0,2018,2.0,4.0,2.0,60.03,30108.0,1.5,675000.0
708.0,2018,3.0,4.0,2.0,26.27,38792.0,1.5,1000000.0
562.0,2018,1.0,3.0,2.0,43.6,31980.0,1.5,625000.0
557.0,2018,2.0,3.0,2.0,26.47,22620.0,1.5,700000.0
765.0,2018,2.0,3.0,1.0,22.57,39052.0,1.5,1375000.0
883.0,2018,2.0,3.0,4.0,13.32,41288.0,1.5,1511000.0
138.0,2018,2.0,2.0,1.0,9.9,24856.0,1.5,980000.0
1115.0,2018,3.0,4.0,6.0,53.4,34632.0,1.5,870000.0
594.0,2018,2.0,4.0,1.0,22.57,39052.0,1.5,1190000.0
1777.0,2018,2.0,4.0,2.0,23.38,44460.0,1.5,1240000.0
607.0,2018,1.0,2.0,1.0,22.57,39052.0,1.5,1160000.0
645.0,2018,1.0,4.0,1.0,53.4,34632.0,1.5,570000.0
550.0,2018,1.0,3.0,2.0,60.03,30108.0,1.5,610000.0
100.0,2018,1.0,2.0,1.0,12.01,34424.0,1.5,650000.0
783.0,2018,3.0,5.0,2.0,19.73,47736.0,1.5,1790000.0
467.0,2018,1.0,3.0,2.0,5.94,42172.0,1.5,1775000.0
905.0,2018,1.0,3.0,2.0,19.73,47736.0,1.5,954000.0
765.0,2018,3.0,5.0,2.0,23.38,44460.0,1.5,1865000.0
778.0,2018,2.0,3.0,5.0,42.2,38064.0,1.5,1155000.0
664.0,2018,2.0,4.0,2.0,13.32,41288.0,1.5,1420000.0
835.0,2018,2.0,4.0,3.0,12.23,38428.0,1.5,1830000.0
562.0,2018,1.0,4.0,1.0,48.17,31772.0,1.5,710000.0
4014.0,2018,2.0,4.0,2.0,49.9,48256.0,1.5,1600000.0
311.0,2018,1.0,2.0,1.0,52.86,39832.0,1.5,525000.0
563.0,2018,1.0,4.0,4.0,46.09,33228.0,1.5,655000.0
640.0,2018,2.0,3.0,2.0,25.53,33800.0,1.5,1000000.0
651.0,2018,2.0,4.0,2.0,48.17,31772.0,1.5,765000.0
678.0,2018,2.0,3.0,1.0,25.53,33800.0,1.5,705000.0
110.0,2018,1.0,2.0,0.0,2.61,73944.0,1.5,1820000.0
469.0,2018,1.0,2.0,0.0,55.19,43992.0,1.5,575000.0
626.0,2018,1.0,3.0,1.0,25.67,34996.0,1.5,710000.0
303.0,2018,2.0,4.0,2.0,25.67,34996.0,1.5,840000.0
106.0,2018,1.0,2.0,1.0,25.67,34996.0,1.5,450000.0
612.0,2018,1.0,4.0,2.0,53.4,34632.0,1.5,597000.0
581.0,2018,2.0,4.0,2.0,43.6,31980.0,1.5,715000.0
509.0,2018,1.0,2.0,2.0,12.84,31512.0,1.5,1010000.0
680.0,2018,1.0,3.0,1.0,29.97,22724.0,1.5,710000.0
737.0,2018,3.0,4.0,4.0,55.19,43992.0,1.5,1300000.0
159.0,2018,2.0,2.0,1.0,10.17,66560.0,1.5,1900000.0
500.0,2018,2.0,3.0,2.0,42.78,37700.0,1.5,1005000.0
1380.0,2018,1.0,3.0,3.0,52.86,39832.0,1.5,655000.0
556.0,2018,2.0,3.0,1.0,60.03,30108.0,1.5,545000.0
169.0,2018,2.0,3.0,2.0,16.01,34684.0,1.5,890000.0
248.0,2018,1.0,2.0,1.0,12.84,31512.0,1.5,903000.0
574.0,2018,2.0,4.0,1.0,20.47,42380.0,1.5,1395000.0
1404.0,2018,3.0,5.0,6.0,75.6,28288.0,1.5,1860000.0
664.0,2018,2.0,3.0,1.0,76.92,27456.0,1.5,530000.0
841.0,2018,2.0,3.0,1.0,61.83,29588.0,1.5,1100000.0
76.0,2018,1.0,2.0,1.0,43.6,31980.0,1.5,300500.0
885.0,2018,2.0,4.0,2.0,52.86,39832.0,1.5,750000.0
746.0,2018,2.0,4.0,1.0,25.37,43576.0,1.5,1350000.0
513.0,2018,2.0,5.0,2.0,25.37,43576.0,1.5,1415000.0
803.0,2018,1.0,3.0,1.0,29.97,22724.0,1.5,782000.0
664.0,2018,1.0,3.0,2.0,12.84,31512.0,1.5,1360000.0
134.0,2018,1.0,2.0,2.0,17.61,23556.0,1.5,492000.0
809.0,2018,1.0,4.0,2.0,17.73,24596.0,1.5,1152000.0
809.0,2018,1.0,2.0,2.0,17.61,23556.0,1.5,1352000.0
696.0,2018,1.0,3.0,2.0,22.54,32032.0,1.5,782500.0
923.0,2018,3.0,5.0,2.0,20.0,40768.0,1.5,1700000.0
450.0,2018,3.0,5.0,4.0,38.06,29276.0,1.5,1085000.0
110.0,2018,1.0,2.0,1.0,9.9,24856.0,1.5,880000.0
158.0,2018,1.0,2.0,0.0,3.44,70512.0,1.5,1375000.0
581.0,2018,1.0,3.0,1.0,46.09,33228.0,1.5,644000.0
436.0,2018,1.0,3.0,2.0,14.99,27248.0,1.5,1118000.0
727.0,2018,2.0,4.0,3.0,16.73,37700.0,1.5,1290000.0
645.0,2018,1.0,3.0,3.0,15.0,33644.0,1.5,1370000.0
112.0,2018,2.0,2.0,1.0,4.72,45604.0,1.5,927000.0
563.0,2018,1.0,3.0,0.0,52.86,39832.0,1.5,625000.0
2139.0,2018,2.0,3.0,3.0,9.9,24856.0,1.5,1800000.0
86.0,2018,1.0,2.0,1.0,13.76,22204.0,1.5,380000.0
249.0,2018,1.0,3.0,1.0,6.53,57460.0,1.5,1800000.0
531.0,2018,1.0,3.0,1.0,48.17,31772.0,1.5,640000.0
600.0,2018,2.0,3.0,1.0,23.38,44460.0,1.5,820000.0
936.0,2018,2.0,4.0,2.0,52.86,39832.0,1.5,927500.0
556.0,2018,1.0,3.0,1.0,22.54,32032.0,1.5,845000.0
300.0,2018,2.0,4.0,1.0,45.41,50336.0,1.5,678000.0
81.0,2018,1.0,1.0,1.0,6.53,57460.0,1.5,980000.0
543.0,2018,1.0,3.0,1.0,22.57,39052.0,1.5,1155000.0
1790.0,2018,2.0,5.0,7.0,22.86,23504.0,1.5,1250000.0
687.0,2018,1.0,3.0,1.0,76.92,27456.0,1.5,500000.0
574.0,2018,1.0,4.0,2.0,46.1,33696.0,1.5,663000.0
558.0,2018,2.0,3.0,3.0,20.47,42380.0,1.5,1025000.0
381.0,2018,2.0,3.0,0.0,3.44,70512.0,1.5,1850000.0
249.0,2018,1.0,3.0,1.0,12.84,31512.0,1.5,1200000.0
440.0,2018,2.0,5.0,4.0,12.83,37284.0,1.5,1710000.0
